id,label,TDmean,TDmedian,TDstd,TDvariance,TDmin,TDmax,TDtrimmed_mean,TDkurtosis,TDcoefficient_of_variance,TDinterquartile_range,FDmean,FDmedian,FDstd,FDvariance,FDmin,FDmax,FDtrimmed_mean,FDkurtosis,FDentropy,FDskewness,FDspectral_flatness,FDcoefficient_of_variance,FDinterquartile_range
condition_20,1,969.778261729421,0.44875783779342193,8534.40891181161,73525914.61198813,-0.43835159538386065,73525914.61198813,2.1696816848278715,35.525273575745025,8.800371433973023,2.997694619123905,5904020686.012976,5906482186.246791,136010411.74942425,1.849883210424792e+16,5718749225.920515,6170422862.491393,5896727744.653342,-1.0946063815940255,4.39438304133816,0.2388645458396524,76827.4662725299,0.02303691314490854,236377147.35470867
condition_20,1,74.04780967245067,-0.4026680533642807,590.8821071233754,352344.72921596555,-0.43961603157650186,352344.72921596555,0.14023391033304777,35.51636141329809,7.97973781719045,0.1653673463364977,28381073.803220123,27926587.022490013,4364158.954101844,19045883376667.297,22705806.900915004,36220184.768135116,28185765.01571965,-1.3121410346881976,4.391514866992429,0.19305127357836802,5296.237683098007,0.15377004352832785,7929678.872967493
condition_20,1,88.76413645795817,-0.39993611337509544,733.6235489884646,543202.387028023,-10.559872490168624,543202.387028023,1.881456896013924,35.51950805090969,8.264864372740613,1.9915778182751653,43702480.80198369,43752422.979043595,3643960.2279862813,13278446143145.83,38504841.687646545,51704219.055359006,43527963.50763185,-0.5118390230477972,4.393594917179114,0.3767861127478752,6599.501608493583,0.08338108411962002,4972004.291044198
condition_20,1,84.32830409835414,-0.4046060187392433,677.8383204655233,463690.4670270554,-0.43961603157650186,463690.4670270554,0.1988968227486845,35.518512362071554,8.038087896027697,0.0221360807319681,37340465.99594087,36798218.00647316,5356123.912913735,28688063370486.344,30275907.35052878,46933062.806538306,37114877.37438152,-1.3046679831522086,4.391894393279382,0.1838559395039171,6079.559834545026,0.1434402000632766,9648663.096816171
condition_20,1,81.78292422457653,-0.40418159867084147,656.2562672759119,434630.87105914456,-0.43961603157650186,434630.87105914456,0.1873862832655804,35.51805729413173,8.02436784326551,0.07329430825934719,35002387.1270194,34489597.99452887,5103547.060875875,26046192602574.785,28297843.674896814,44152132.75683426,34783690.429476686,-1.3067900331782414,4.3918097975674115,0.18602767811378138,5885.152427984115,0.14580568583381825,9217865.461018812
condition_20,1,83.7009520855664,-0.40418159867084147,672.4904924855678,456402.0835136791,-0.43961603157650186,456402.0835136791,0.2000410341323383,35.51840367304703,8.034442568802437,0.025037745845275017,36754113.95474728,36217972.78719132,5293185.636244554,28017814179745.66,29776763.352144506,46239169.278481156,36642258.84776969,-1.3042070659310498,4.3918739383253165,0.18444776593458692,6031.391273721903,0.1440161404179591,9535331.952924322
condition_20,1,77.57291156326595,-0.40418159867084147,620.4941057652705,388548.05328666687,-0.43961603157650186,388548.05328666687,0.17999306830163614,35.51719605513574,7.998850284989183,0.024774763061908234,31294613.007023413,30820766.394813426,4697842.864869514,22069727583005.402,25165641.289453447,39741377.34183657,31186120.895452954,-1.3095949983804922,4.391652170851581,0.1901682662691003,5562.972899207452,0.15011666269255933,8514431.878290161
condition_20,1,61.95778524447377,-0.4028993216821525,488.04880370285247,240367.14186908142,-0.43961603157650186,240367.14186908142,0.20915596886044405,35.51218801465472,7.877118295579864,0.40511591544859477,19370205.404201787,19010717.275007017,3293141.864102556,10844783337104.857,15129027.9559891,25389047.170222566,19210314.39339108,-1.288647550221913,4.390866604245878,0.2097494424296927,4369.763576263066,0.17001068369611647,5925745.702642536
condition_20,1,57.38016782111121,-0.4028993216821525,449.98532428284756,204333.30122117006,-0.43961603157650186,204333.30122117006,0.14328234354176428,35.50987206746016,7.842175116770742,0.4404349011638106,16469011.538415376,16130988.10427835,2915376.497900758,8499420124512.088,12749796.055673542,21776805.270816695,16322566.41106162,-1.2986270666699777,4.390566272575345,0.2151798875299101,4026.8385252085554,0.17702194761964876,5287695.18183987
condition_20,1,66.35271907448484,-0.4032583722964097,525.2350534348241,278395.8036563931,-0.43961603157650186,278395.8036563931,0.2001499624314747,35.51398187703518,7.915803010954483,0.3643717914155923,22430875.950276144,22047222.968547035,3670929.8974998877,13475726312358.535,17686389.29563534,29085359.230179526,22335841.607449714,-1.2958689635435046,4.391127965128134,0.2034911554093627,4704.793821661897,0.16365521817504836,6615721.726647366
