id,label,TDmean,TDmedian,TDstd,TDvariance,TDmin,TDmax,TDtrimmed_mean,TDkurtosis,TDcoefficient_of_variance,TDinterquartile_range,FDmean,FDmedian,FDstd,FDvariance,FDmin,FDmax,FDtrimmed_mean,FDkurtosis,FDentropy,FDskewness,FDspectral_flatness,FDcoefficient_of_variance,FDinterquartile_range
condition_20,1,372.48267082106577,-0.7221481813097477,3180.4080101663576,10209892.2683087,-0.7950680445671822,10209892.2683087,0.21969998535848484,35.52500762459162,8.53840529857608,0.8912536498743147,820578761.3523761,819158261.7545664,54284493.58485574,2946806243764244.0,747333125.7882019,911801849.1686869,818967893.7768631,-1.401055114235259,4.393903468304853,0.10891065995125027,28614.503878915613,0.06615391007121703,103373404.45441043
condition_20,1,148.86603478363733,-0.5312750922613173,1230.5784952424508,1528383.690106962,-0.7866790454297482,1528383.690106962,0.3308512616181761,35.523252823663306,8.266348311291962,0.8943450851626527,122963537.57475528,122330325.24784987,13191853.724509139,174025004688845.66,105564121.39719884,145988081.01831108,122447950.98153113,-1.3669184323745067,4.393017168599603,0.15071742257638057,11057.190434769598,0.10728264642263723,24936311.238970563
condition_20,1,131.77511078969582,-0.6162703630901268,1082.4060835597838,1182458.7059174408,-0.934695752035499,1182458.7059174408,0.49391150269799416,35.52264895830472,8.214040398624524,1.2258993041658937,95152485.75373158,94700115.69266382,10913279.114658615,119099661034443.92,80813261.16656603,114299988.11787967,94694508.88926664,-1.3493176065030814,4.392813207352021,0.15779860116907274,9722.761904364057,0.11469252776962403,20756234.98529215
condition_20,1,373.7154726292036,-0.6579970349410659,3190.2199846713215,10272980.015359927,-0.789432831776264,10272980.015359927,0.3374587365784954,35.525009521332706,8.536494253842744,0.7282311132584345,825654880.4890947,824103923.421094,54632561.02153087,2984716723771294.0,751576878.879548,917891225.2654655,825194166.1699486,-1.3912952626483588,4.3939032250594225,0.1089647844868025,28702.85842997828,0.06616876168547332,102932237.357553
condition_20,1,41.90375655789008,-0.23241978044661174,336.02762117054516,113952.81511093336,-2.7497187359434996,113952.81511093336,0.4681167206434289,35.497616849906784,8.019033346242423,1.4850053175616262,9177204.39952557,9164171.63815475,1244366.2477540919,1548447358549.598,7536966.926200123,11573763.781241812,9101593.210325006,-1.110567685195153,4.3921747085235845,0.22238853857074564,3015.6475504253417,0.13559317125141304,2208166.89282046
condition_20,1,535.5796336454852,-0.7389082342884036,4613.656398805863,21486078.67102332,-0.8030083574409221,21486078.67102332,0.24729938370818025,35.525169711992845,8.614323825949977,0.8761233435720818,1726391648.2878158,1724441353.9783177,94783248.71602109,8983864237163115.0,1597272916.8357892,1884595070.678916,1723844595.0810983,-1.40684735639909,4.394073104705004,0.0970844921606205,41518.634301761536,0.05490251809896342,180135040.79461598
condition_20,1,628.5453143835784,-0.7602283840944506,5430.937924891149,29772834.4812304,-0.8030083574409221,29772834.4812304,0.49607234166579384,35.525210557635916,8.640487488507224,0.801907874629387,2392008382.056324,2389873180.349901,121229906.98764716,1.4696690348233582e+16,2225947627.9089637,2594591356.2378235,2388817340.149894,-1.3966264853696988,4.394128668522712,0.09447271819140714,48876.82637098787,0.050681221644980255,229357398.7115836
condition_20,1,811.0567996314717,-0.7643551382429733,7045.489473677179,50107128.66609534,-0.8030083574409221,50107128.66609534,0.23109722054444592,35.5252535344076,8.686801561713695,0.7414265397523618,4025063769.099042,4021980987.4871397,178314689.84035614,3.179612861286241e+16,3780709162.4282503,4319945338.50885,4020731671.152196,-1.4113739738851276,4.394204197049518,0.08574038665994789,63412.31780913727,0.04430108442238905,339881430.1692009
condition_20,1,98.15675806071782,-0.42485811124467193,820.5175527462279,679524.4057684962,-3.025800602616983,679524.4057684962,0.778278345424234,35.520673847093676,8.359256855637714,1.8700355612559671,54650203.43004547,54878052.96340746,4461517.757364098,19905140699275.17,48567379.03112936,63307809.36294957,54381892.123453975,-1.02669614347267,4.393624005205072,0.24100542067297062,7380.38959292464,0.08163771545837017,7534547.787480302
condition_20,1,189.0626177027652,-0.4474729691031854,1579.404457613688,2517758.998927811,-0.7866790454297482,2517758.998927811,0.22369509266991594,35.52406386853274,8.353869616344511,1.0046102077411785,202493281.48897558,201760057.92291868,19073797.701174088,363809758745313.94,177222687.01899564,235318157.0793624,201805847.33089647,-1.3848268227144194,4.393344393089325,0.13709299403876418,14198.614828010519,0.09419471876261994,36272757.43617728
condition_20,1,538.6444649212206,-0.6790846892748257,4641.29127643918,21744259.913814418,-0.8030083574409221,21744259.913814418,0.18273933143907176,35.52517145446802,8.616613701057881,0.7490039817536691,1747122435.3795083,1744859794.3674505,95454261.22413808,9111515985845990.0,1617091503.213273,1905985514.4756377,1746579396.4901295,-1.4073938517858828,4.394076744910267,0.09611612971034393,41767.47563996535,0.0546351299091432,181731605.01843715
condition_20,1,122.47401660158252,-0.6171184113224465,1008.3032423644437,1026102.9477915071,-1.0115076945518966,1026102.9477915071,0.3386168380485811,35.5222423730338,8.232793129048199,1.162997520111236,82564345.30744763,82265660.99952263,9279070.06288092,86101141231852.94,70298189.28986637,98814914.43217006,82385847.35006343,-1.3547743118347346,4.39287696383927,0.14552925913606146,9057.976482901331,0.11238592189313844,17758356.798840642
condition_20,1,45.85698117793693,0.1866498475785982,367.0822960483677,135987.8015866179,-7.646415580098711,135987.8015866179,0.802859157933332,35.50210481754533,8.004938105803205,1.5550541047398558,10952452.92114161,10964522.553628093,1442624.9506186245,2081166748147.389,9005888.155426433,13796882.323986774,10898513.061676022,-1.0058155063032996,4.392305203426753,0.23481581346281116,3295.294704637844,0.13171706475303935,2434091.772262085
condition_20,1,516.3378302700694,-0.6672199123034734,4445.162396858196,19945325.379585925,-0.7880983322133118,19945325.379585925,0.14945621977297172,35.525158375418144,8.609019398274892,0.5042676887902644,1602623141.6911285,1600445815.9331396,89436161.3286978,7998826953212860.0,1480984714.3790562,1751624431.1408062,1600236671.4923806,-1.4080645946045178,4.394060628153797,0.09717727152473624,40001.683211701056,0.05580610874888684,170550557.23803186
condition_20,1,109.50053285896766,-0.5214828031339006,892.2687586998445,803501.061275089,-1.1274956998220347,803501.061275089,0.6249113792815322,35.52139048172909,8.148533485668525,1.2124518298363618,64674963.85543691,64402599.61708837,8012638.735301824,64202379502459.21,54124645.60293275,79015908.5138576,64495259.379957795,-1.319962800601714,4.392540535799065,0.16169545452206777,8011.448148685601,0.12389088849298584,15101181.953185104
condition_20,1,40.89991630763439,-0.3183555634780132,314.6247211879418,99885.51687508376,-1.1841270927462277,99885.51687508376,0.37866197525021267,35.49371612144684,7.69255171138856,0.9474069718825835,8056327.266058089,7952810.044134675,1618757.9470331864,2620377291083.096,5985420.518658611,11080087.742956646,8000869.870070926,-1.250955547178768,4.389434845910273,0.20737034936557686,2810.0769593504024,0.20093001358734955,2986250.9668433582
condition_20,1,289.3872826582153,-0.5811914142987689,2453.3815109110656,6075423.551843595,-0.8030083574409221,6075423.551843595,0.1772102553837959,35.52479742911381,8.477848398779376,0.9143774520627836,488394956.70122135,487127505.6025243,36793522.689890034,1353763311931452.8,439006733.72157097,550663727.5476156,487238706.6694624,-1.3963746508324952,4.393741779443993,0.11773195487705031,22068.42151122858,0.07533559097007364,69863833.32963985
condition_20,1,521.3962706521293,-0.718194274863618,4489.538497717172,20345553.305504482,-0.7848456649619446,20345553.305504482,0.1615909187203138,35.52516148530546,8.610607229894342,0.6921225458361976,1634772586.064661,1632609822.0615041,90812045.46061225,8246827600740306.0,1511341799.6337776,1786019962.9239697,1634228982.5829108,-1.4083963160626898,4.394064181954396,0.09718389549508721,40401.20520967761,0.05555026199651498,172979851.95093465
condition_20,1,140.03610464468815,-0.41382260899114187,1155.7794100826088,1348222.2637091742,-0.774817676270536,1348222.2637091742,0.14697634219496516,35.52297699976654,8.253438732926437,0.6143286632759051,108474506.4558892,107793597.88354166,11948521.752973713,142767172081286.0,92798601.69427884,129194238.19895986,108011584.10379821,-1.375807123908297,4.392939624260145,0.15166611423159906,10383.72437976159,0.11015050580416828,22441070.38403994
condition_20,1,31.444546256560763,-0.20407973506012603,247.37692095017783,61754.31417240724,-1.5992495735484804,61754.31417240724,0.3310859878017145,35.47420288228465,7.867085087881138,0.9476361540621481,4976738.606903391,4936515.675144483,827911.5198157157,685437484643.5682,3894689.114025302,6536293.476662903,4928620.427375883,-1.167178534860484,4.391016724072572,0.2019892965933095,2215.6097879530325,0.16635623953954373,1511657.0114474944
condition_20,1,501.20145095857293,-0.7313619068783888,4310.13101405656,18751907.846242722,-0.7950680445671822,18751907.846242722,0.3501332127950484,35.52514831406071,8.599598037502123,0.7875503639022886,1506780776.7500045,1504993797.9584806,85653546.63224426,7336530050682042.0,1390047632.6041713,1650699159.945133,1504426899.1665967,-1.3973187731089998,4.394046062957802,0.09969121408367775,38785.99595519375,0.05684539380505738,161943579.83755207
condition_20,1,915.4067356022449,-0.7648802979933554,7968.49232258538,64096169.57674585,-0.8030083574409221,64096169.57674585,0.27982874709689465,35.52526726751501,8.704865293942719,0.07719087779436129,5148474851.048843,5144623604.329015,214253902.22989702,4.590473462073827e+16,4853393449.836006,5502185335.471556,5143479647.814987,-1.4079862673205086,4.394232976904634,0.0828320265631051,71721.85901114956,0.04161502356105505,407399132.3332205
condition_20,1,99.28644931993816,-0.5247596152325317,808.6514600605327,659959.6321056805,-1.3395186951101314,659959.6321056805,0.6014569346939626,35.520536303671605,8.144630668126268,1.3646287738835627,53121963.25646735,53053867.03347502,6583393.335933294,43341067815610.91,44402537.98758553,64976357.05034395,52964311.48820615,-1.3030857171880825,4.392538708209086,0.15763515841147313,7260.698354102759,0.12392978219101865,12798206.46393381
condition_20,1,644.966119000561,-0.6611164659195273,5578.534764933226,31413188.617641926,-0.7848456649619446,31413188.617641926,0.21310443738456555,35.52521608780448,8.64934544713406,0.1989447567103766,2523720589.2971764,2520726746.537285,125564564.23206164,1.5766459790787534e+16,2351708455.342308,2732239241.2343593,2520580501.707842,-1.4048009718988173,4.3941402513032415,0.09087096837568727,50205.621198756475,0.04975375038130895,238417861.44940472
condition_20,1,55.25643018257659,-0.401351093011943,437.02084504251985,192734.65865226934,-1.5193596757279537,192734.65865226934,0.5638007354108732,35.508942040293014,7.908959076772225,1.4240693478161686,15529448.008800909,15462643.836164063,2515368.7805957515,6327080102395.759,12220100.985618634,20147112.539993804,15454350.693308717,-1.25629116741579,4.391186079325524,0.17474664471827764,3915.126872883879,0.16197412677966608,4802741.527621523
condition_20,1,206.54527015590963,-0.5996445734599393,1730.393671715553,3022184.5283696847,-0.7950680445671822,3022184.5283696847,0.28993381960103815,35.52427296692968,8.377793741824124,0.9120530730548195,243039945.41750082,242191568.64040902,21941379.50830962,481424134727669.3,213741429.15445372,280702834.30957323,242734985.22407636,-1.3826831496598648,4.3934341731324205,0.13397723032461886,15558.131584945275,0.09027890238626456,41540483.26360348
condition_20,1,340.51841378840265,-0.5837213843922858,2900.790712209498,8493472.774693478,-0.7927131813009947,8493472.774693478,0.16049976064493557,35.524945207238225,8.51874845749764,0.7395417994721478,682676991.1248845,681143276.038142,47273264.61563643,2234761547419983.8,618967601.0384381,762391894.1031829,681260165.4566427,-1.4008914711058131,4.39385131388754,0.11121267739997526,26096.870403958976,0.06924689894373277,89665230.10120535
condition_20,1,393.49675539521564,-0.6363985175895271,3364.8189794523037,11428276.536781551,-0.7950680445671822,11428276.536781551,0.21029589086060355,35.525040552387686,8.551071726303782,0.6934001000307791,918459849.2077299,916692007.559234,59076674.675278835,3490053490688731.5,838601764.5438528,1017607415.5474418,917986311.21172,-1.401966805047084,4.39393321951373,0.1062968184178413,30274.850503369595,0.06432145588752605,112131244.38655734
condition_20,1,285.03248264749107,-0.5883544201166653,2414.842876825078,5886040.805804272,-0.7724665394866385,5886040.805804272,0.2338794525172581,35.52478072745156,8.472167292636582,0.6632459847075428,473180632.9459925,471917842.88796645,36001494.37705553,1296107597381161.0,424799696.02349544,534172020.49507993,472049870.32801473,-1.3923358228166725,4.3937276729106305,0.11825957154363224,21721.35516009038,0.07608404036511918,68106995.32237893
condition_20,1,69.91209190848795,-0.41831467756568413,554.3400971999253,310106.5761696035,-1.0857970954114213,310106.5761696035,0.4658571450816529,35.51514119265068,7.929101848726449,1.1101547139942252,24984361.938881923,24765726.043580018,3994494.8917906783,15955989440541.824,19873755.672292676,32324316.9159185,24780328.62608079,-1.298025249025301,4.391277574101386,0.19669095317526794,4966.853760186094,0.15987980407753555,7477504.446380533
condition_20,1,41.0703091934422,-0.08295970250480554,327.40451470522015,108177.372432326,-2.833099658071142,108177.372432326,0.5980239322847216,35.49613769932947,7.971805451065308,1.6238626276817774,8713878.05285426,8685341.037064156,1239390.8043052508,1536089565796.4163,7084268.820132223,11120889.30715304,8666367.14906877,-1.0940227217494742,4.391948332118387,0.22982852934046344,2937.207871486498,0.14223182798608067,2175300.1686783517
condition_20,1,752.2226948271045,-0.7649025902933534,6524.435001185504,42969578.64769781,-0.8030083574409221,42969578.64769781,0.3355877360842265,35.52524308223555,8.673541819534067,0.7904286160735311,3451867059.1824117,3449252762.996329,159165300.3018673,2.53335928201836e+16,3233612414.9572983,3715810343.1784296,3447920274.298737,-1.406496121757754,4.394183810088494,0.08824113258916223,58721.42280456249,0.04610991604629358,302226976.0344219
condition_20,1,894.6093887873873,-0.7649025902933534,7784.409550824123,61168894.46730204,-0.8030083574409221,61168894.46730204,0.27377906902803645,35.525264913492535,8.701461943492037,0.02959742679094557,4913400552.217193,4909937013.104458,206952062.92101532,4.282915634726388e+16,4628727208.145215,5255146818.6481495,4908512100.143763,-1.4094681378163492,4.394227704829481,0.08350431668445697,70064.61603880848,0.04211992503392123,394224304.15367985
condition_20,1,46.179325620920025,-0.3546039985751034,356.43156555269087,128195.91760316232,-1.5244038911717401,128195.91760316232,0.6264163883364513,35.500695968119274,7.7184229254145125,1.366956980757851,10338432.354768937,10175394.991690218,2012157.5013328248,4048777810169.957,7775966.717496758,14089755.809856294,10264979.904069444,-1.2433564040797445,4.389747248221186,0.20856941486095623,3185.2809986265693,0.194628879145749,3799607.5792895686
condition_20,1,109.38193859590969,-0.5720234380138219,897.5890954599961,813129.2414208445,-1.1775860359075592,813129.2414208445,0.40470763306658547,35.52143697200148,8.206008295171697,1.3422575800465482,65434649.82843833,65275070.75916756,7582540.785940003,57494924770443.63,55403471.442002326,78836754.70358111,65276727.0481824,-1.3357144401394956,4.3927776572268336,0.14623566516618175,8062.182278153881,0.11587959599112244,14670230.203928687
condition_20,1,53.753021055013924,-0.3744927342379929,426.6285898400945,183679.36342814175,-1.6187023127869293,183679.36342814175,0.5703371349744927,35.50813444915777,7.936829995163589,1.396909972159615,14797981.318673033,14774087.229313297,2311408.4754884196,5342609140559.699,11750059.489740435,19116517.30571308,14676553.156858303,-1.229057293021912,4.391413551142265,0.16817552285020695,3823.546099782556,0.1561975532819289,4339135.432075784
condition_20,1,410.5180532515761,-0.6489664213506843,3514.718205411752,12469238.190254,-0.7834518573107316,12469238.190254,0.1486092628330447,35.525063587364166,8.561665382491332,0.7446237414863507,1002081214.549628,1000332210.8326602,62975404.43614981,3965901563896637.5,916857367.3465483,1107499666.9149776,1000288712.0956638,-1.405377568972494,4.39395660122293,0.10455899248925604,31624.501185565347,0.06284461131671175,119936633.61962175
condition_20,1,231.62973097204645,-0.6487347856084962,1948.9396698466903,3833836.1311400337,-0.8030083574409221,3833836.1311400337,0.29435062112028654,35.52449391138581,8.414030710426774,1.0868106820037713,308269687.27110064,307408955.56409734,26093059.52946026,680847755607956.9,273401713.8789766,352901498.0892807,307366707.3628329,-1.384738616928076,4.393556657009601,0.12819193688568542,17526.304851214434,0.0846436111200039,49617487.07868564
condition_20,1,458.6498128737744,-0.7557903563226208,3936.2562039171116,15639710.454694232,-0.8030083574409221,15639710.454694232,0.2931694117456358,35.525114852350846,8.582269290057278,1.0292947335010996,1256781722.0001106,1255372541.7538512,74762182.55221471,5589383939970679.0,1155381091.8731632,1381992745.9535613,1254648660.8648386,-1.4016891321851161,4.394007795116321,0.10316073172311699,35419.84106597649,0.05948700656883688,142227675.28163767
condition_20,1,451.24203139218656,-0.7444990665701144,3871.679627834948,15130750.613244202,-0.7866790454297482,15130750.613244202,0.23120585816307807,35.52510807041514,8.580050967082823,0.8797466184418297,1215892150.2821836,1214236316.412273,72912268.71318938,5316198928904335.0,1117064995.2300277,1337793716.214431,1213833199.450052,-1.4048481216543989,4.394000648720347,0.10259253124642627,34838.38398680828,0.059966065819462636,138731252.73753953
condition_20,1,414.10427558641385,-0.6320429530404472,3545.759568037485,12690466.225218395,-0.7950680445671822,12690466.225218395,0.21317571558446258,35.52506799589338,8.562479976852034,0.522522955923019,1019857088.1559987,1017952205.7356747,63816802.24990336,4072584249403270.5,933356052.9870677,1126929047.8208745,1018059858.1627357,-1.3999021934421219,4.393960823170234,0.10423601568006427,31904.030303643525,0.06257425965954737,121033493.59828758
condition_20,1,256.1669645294684,-0.6038600102502587,2162.8814266671634,4721789.027449675,-0.788488027610317,4721789.027449675,0.23100155762181176,35.52464861418954,8.443248842175958,0.9130076918242443,379626584.9260536,378570378.9569087,30551302.821624532,933382104098603.0,338666161.92616457,431727013.85085696,378628098.53693324,-1.3919537756495743,4.393642157885675,0.12344835474567083,19452.592768457205,0.08047724799772792,57704577.24153775
condition_20,1,112.90792299426036,-0.4188124285152787,922.5344377594164,858941.4422256434,-1.1502852354688033,858941.4422256434,0.19618387691657999,35.521643963741106,8.170679375674222,0.7634628637794327,69131235.51655437,68606391.22748816,8529857.099072242,72758462130593.14,58041485.81751736,84041914.45548266,68771050.60082445,-1.3682369337501046,4.392556269423667,0.16316594228601405,8283.11638688576,0.12338644080836161,16181932.416901082
condition_20,1,309.2055360090427,-0.629297434161069,2626.0667990432758,6960816.97889211,-0.8030083574409221,6960816.97889211,0.24565693002162053,35.52486345463883,8.492948842178803,0.8368417187183813,559539613.0337226,558317047.196137,40761538.750276,1661503041290251.8,504680172.83642936,628626752.8441252,559124708.5479687,-1.392992525936221,4.393787658714344,0.11590214058240451,23623.320450322622,0.07284835211089757,77003668.85576767
