id,label,mean,std,activeDark,inactiveLight
control_1,0,185.56805555555556,346.55578579632123,0.657967032967033,0.0997191011235955
control_1,0,225.98125,384.37866118303606,0.6648351648351648,0.05758426966292135
control_1,0,169.66319444444446,304.3178950887277,0.5755494505494505,0.18117977528089887
control_1,0,183.69097222222223,277.0065509051426,0.6868131868131868,0.14606741573033707
control_1,0,347.075,236.84586799046266,1.0,0.0
control_1,0,194.42361111111111,356.42370760772667,0.6387362637362637,0.20365168539325842
control_1,0,310.71527777777777,450.9373923313119,0.6442307692307693,0.12780898876404495
control_24,0,359.05833333333334,501.0408104592445,0.7678571428571429,0.10533707865168539
control_24,0,350.46180555555554,508.27333640733553,0.7129120879120879,0.10252808988764045
control_24,0,484.47291666666666,928.113369126413,0.6644067796610169,0.032432432432432434
control_24,0,380.1611111111111,635.922650039041,0.7096045197740113,0.08468468468468468
control_24,0,575.99375,1080.894993400051,0.6440677966101694,0.0
control_24,0,358.92847222222224,514.6097407650075,0.655367231638418,0.15315315315315314
control_24,0,456.65069444444447,625.3330116574634,0.8338983050847457,0.3009009009009009
control_32,0,114.11805555555556,241.78160237225515,0.7156593406593407,0.25
control_32,0,146.17430555555555,250.28981012901147,0.7293956043956044,0.16151685393258428
control_32,0,128.98611111111111,252.06091694832384,0.7870879120879121,0.1896067415730337
control_32,0,158.27916666666667,276.83542748168026,0.8585164835164835,0.29353932584269665
control_32,0,146.49166666666667,270.81034792788637,0.8516483516483516,0.28370786516853935
control_32,0,135.98055555555555,295.8575684396579,0.7005494505494505,0.351123595505618
control_32,0,194.86458333333334,334.57834290725407,0.7637362637362637,0.009831460674157303
condition_12,1,116.79444444444445,233.47785861300122,0.6002747252747253,0.1151685393258427
condition_12,1,257.56111111111113,386.1878587953082,0.6552197802197802,0.01544943820224719
condition_12,1,195.87152777777777,296.75848863785393,0.7293956043956044,0.08426966292134831
condition_12,1,168.5951388888889,267.34296432483575,0.7184065934065934,0.21629213483146068
condition_12,1,174.36180555555555,299.5746909912311,0.9052197802197802,0.1853932584269663
condition_12,1,236.84444444444443,291.61577283888397,0.7252747252747253,0.026685393258426966
condition_12,1,137.08402777777778,221.6595327503329,0.7046703296703297,0.0898876404494382
control_27,0,275.6743055555556,362.51294410217963,0.7222787385554426,0.0
control_27,0,267.0076388888889,384.0822286763217,0.7650050864699899,0.0
control_27,0,289.86875,384.6143689233592,0.6612410986775178,0.0
control_27,0,279.23055555555555,387.2035820303677,0.7538148524923703,0.0
control_27,0,339.19444444444446,473.4151451122481,0.6256358087487284,0.0
control_27,0,290.24444444444447,422.0497287783598,0.659206510681587,0.0
control_27,0,302.2986111111111,413.824992130777,0.6805696846388606,0.0
control_3,0,190.93958333333333,277.25270112404087,0.4821973550356053,0.12253829321663019
control_3,0,249.86041666666668,343.5152225033944,0.7222787385554426,0.0
control_3,0,300.2013888888889,435.9662418133421,0.7232960325534079,0.030634573304157548
control_3,0,264.3513888888889,320.54354700990126,0.745676500508647,0.08971553610503283
control_3,0,322.9798611111111,388.870433855026,0.7385554425228891,0.0
control_3,0,225.90902777777777,315.41509220548244,0.5961342828077314,0.0
control_3,0,279.5451388888889,349.57189450435044,0.711088504577823,0.006564551422319475
control_8,0,372.1666666666667,442.5192284487842,0.7863682604272635,0.01312910284463895
control_8,0,401.89166666666665,414.23175968251576,0.8179043743641913,0.0
control_8,0,460.06458333333336,509.02793693410916,0.8585961342828077,0.05908096280087528
control_8,0,441.37847222222223,527.1093109265754,0.8453713123092573,0.0
control_8,0,380.4486111111111,491.4055363037265,0.82706002034588,0.0525164113785558
control_8,0,387.8465277777778,451.0519763779645,0.82706002034588,0.0
control_8,0,430.31111111111113,461.70523782078544,0.7772126144455748,0.0
control_9,0,86.62569444444445,199.92705627639566,0.9226856561546287,0.0
control_9,0,166.89097222222222,258.6167806839158,0.7466937945066124,0.002188183807439825
control_9,0,199.46041666666667,286.1873377994089,0.6978636826042727,0.0
control_9,0,92.69722222222222,203.0579051611354,0.681586978636826,0.2100656455142232
control_9,0,108.0375,224.1901338260317,0.6978636826042727,0.2778993435448578
control_9,0,164.13333333333333,275.5594100447511,0.728382502543235,0.21444201312910285
control_9,0,129.98888888888888,233.1668343382431,0.7121057985757884,0.0
condition_18,1,58.06805555555555,106.12838322143124,0.8250254323499492,0.31947483588621445
condition_18,1,67.37222222222222,129.7497202919398,0.8290946083418108,0.2975929978118162
condition_18,1,72.81736111111111,138.1942840968258,0.8423194303153612,0.26695842450765866
condition_18,1,77.76666666666667,130.91690758701603,0.9542217700915565,0.2844638949671772
condition_18,1,86.17708333333333,153.80266284821224,0.9572736520854527,0.4179431072210066
condition_18,1,65.5375,113.45530226276679,0.9175991861648016,0.23413566739606126
condition_18,1,67.66597222222222,133.35387234490312,0.7761953204476093,0.2538293216630197
control_16,0,243.32083333333333,333.0749672754967,0.8327137546468402,0.0
control_16,0,272.36875,318.14764339492035,0.854089219330855,0.0
control_16,0,275.81875,371.3995296551146,0.8633828996282528,0.0
control_16,0,331.68333333333334,453.4975067221393,0.7565055762081785,0.019230769230769232
control_16,0,247.59097222222223,490.52469821312803,0.7788104089219331,0.02197802197802198
control_16,0,240.62847222222223,291.30101665123357,0.8605947955390335,0.0
control_16,0,240.0326388888889,299.06042287389863,0.8475836431226765,0.0
control_18,0,245.91597222222222,379.0920839108031,0.8195926285160039,0.034229828850855744
control_18,0,285.68888888888887,393.9609927514962,0.7807953443258971,0.061124694376528114
control_18,0,223.86458333333334,326.69797698791865,0.7129000969932104,0.0
control_18,0,360.75347222222223,460.78151237024406,0.7895247332686712,0.0
control_18,0,212.62291666666667,333.6753989820918,0.7264791464597479,0.08068459657701711
control_18,0,312.84583333333336,454.60982956093903,0.7225994180407371,0.0
control_18,0,297.09791666666666,432.54832521236756,0.7643064985451018,0.0
control_28,0,354.41180555555553,499.87726137672144,0.8234723569350145,0.0
control_28,0,312.59583333333336,404.1695651205086,0.7710960232783706,0.0
control_28,0,312.6326388888889,403.98941139734825,0.7982541222114452,0.0
control_28,0,303.20416666666665,400.8492270565429,0.7904946653734238,0.0
control_28,0,246.10208333333333,388.06835473357256,0.7895247332686712,0.0
control_28,0,203.68194444444444,346.3459030995658,0.7643064985451018,0.0
control_28,0,257.8333333333333,404.22570223338596,0.8438409311348206,0.0
control_28,0,319.0361111111111,450.86085839870015,0.8496605237633366,0.0
control_28,0,241.92152777777778,349.8500742451925,0.7691561590688651,0.0
control_28,0,373.01875,454.58144116655023,0.8360814742967992,0.0
control_28,0,298.0527777777778,415.6953868081087,0.8535402521823472,0.0
control_28,0,291.1638888888889,378.88691751344084,0.7694915254237288,0.0
control_28,0,318.5388888888889,448.1925029291296,0.7344632768361582,0.0036036036036036037
control_28,0,315.89444444444445,408.0877676411914,0.7830508474576271,0.0
control_29,0,313.3097222222222,474.42082451968224,0.6896217264791464,0.05378973105134474
control_29,0,233.87430555555557,384.03764749985663,0.7371483996120272,0.17114914425427874
control_29,0,300.2006944444444,396.3183916328198,0.6935014548981572,0.0
control_29,0,259.1694444444444,364.0834262195688,0.6644034917555771,0.0
control_29,0,240.44375,345.38358633861924,0.6595538312318138,0.0024449877750611247
control_29,0,306.1465277777778,398.037496428835,0.6692531522793405,0.0
control_29,0,271.0173611111111,380.10831688931887,0.6517943743937924,0.0
control_30,0,159.84375,239.36452794179084,0.8031037827352085,0.07334963325183375
control_30,0,297.62430555555557,363.31317625024764,0.7898305084745763,0.0
control_30,0,235.9701388888889,334.05722225194916,0.7943502824858757,0.0
control_30,0,231.91319444444446,354.4431451160255,0.7740112994350282,0.0
control_30,0,222.16666666666666,359.5693470777055,0.7864406779661017,0.05225225225225225
control_30,0,212.08194444444445,355.96821770443836,0.7401129943502824,0.03063063063063063
control_30,0,174.85347222222222,342.69716286564596,0.7740112994350282,0.13693693693693693
condition_1,1,156.24722222222223,229.10977669416732,0.4752475247524752,0.1718146718146718
condition_1,1,124.13541666666667,211.24127771467428,0.6806930693069307,0.2519305019305019
condition_1,1,134.96180555555554,230.95473189730907,0.6089108910891089,0.1525096525096525
condition_1,1,99.43958333333333,177.7199715455081,0.349009900990099,0.12451737451737452
condition_1,1,316.87430555555557,496.1848471446914,0.5099009900990099,0.14189189189189189
condition_1,1,108.47569444444444,202.42810844633962,0.504950495049505,0.19015444015444016
condition_1,1,155.68472222222223,252.47865467389687,0.5594059405940595,0.19015444015444016
condition_2,1,259.6451388888889,371.84452023848837,0.5371287128712872,0.005791505791505791
condition_2,1,244.09652777777777,325.6532960107539,0.46534653465346537,0.045366795366795366
condition_2,1,155.42430555555555,254.51031037753248,0.5173267326732673,0.22007722007722008
condition_2,1,116.46388888888889,211.5249409428523,0.6683168316831684,0.20270270270270271
condition_2,1,224.54166666666666,390.1316927206058,0.7871287128712872,0.14575289575289574
condition_2,1,240.96180555555554,440.42779672425786,0.6262376237623762,0.11583011583011583
condition_2,1,226.48472222222222,365.6857729629709,0.8465346534653465,0.1438223938223938
condition_2,1,338.0965277777778,580.6363894944661,0.594059405940594,0.11293436293436293
condition_2,1,279.04791666666665,394.7597220425999,0.6905940594059405,0.02027027027027027
condition_2,1,180.16458333333333,264.95183192604264,0.7920792079207921,0.08494208494208494
