id,timestamp,mean,sum,median,std,min,max,date,label
condition_1,2003-05-08 00:00:00,6.061111111111111,2182,0.0,28.469533906950144,0.0,296.0,2003-05-08,1
condition_1,2003-05-08 06:00:00,171.58055555555555,61769,44.5,244.9351211003375,0.0,1954.0,2003-05-08,1
condition_1,2003-05-08 12:00:00,285.6611111111111,102838,238.5,263.90570114390295,0.0,1725.0,2003-05-08,1
condition_1,2003-05-08 18:00:00,161.6861111111111,58207,77.5,200.68663144451037,0.0,919.0,2003-05-08,1
condition_1,2003-05-09 00:00:00,20.369444444444444,7333,0.0,72.51913327183591,0.0,809.0,2003-05-09,1
condition_1,2003-05-09 06:00:00,145.29722222222222,52307,3.0,261.6840213153281,0.0,1474.0,2003-05-09,1
condition_1,2003-05-09 12:00:00,142.86388888888888,51431,53.5,213.32089896373287,0.0,1672.0,2003-05-09,1
condition_1,2003-05-09 18:00:00,188.01111111111112,67684,118.0,209.59819602258213,0.0,1260.0,2003-05-09,1
condition_1,2003-05-10 00:00:00,35.75555555555555,12872,0.0,141.74718057248117,0.0,1260.0,2003-05-10,1
condition_1,2003-05-10 06:00:00,130.08055555555555,46829,16.0,236.9531450215919,0.0,1570.0,2003-05-10,1
condition_1,2003-05-10 12:00:00,227.7111111111111,81976,184.0,212.73504749641597,0.0,1260.0,2003-05-10,1
condition_1,2003-05-10 18:00:00,146.3,52668,37.0,271.40806678995926,0.0,2146.0,2003-05-10,1
condition_1,2003-05-11 00:00:00,7.1,2556,0.0,40.76894607159108,0.0,606.0,2003-05-11,1
condition_1,2003-05-11 06:00:00,132.73055555555555,47783,29.5,193.45017902733306,0.0,1111.0,2003-05-11,1
condition_1,2003-05-11 12:00:00,169.10833333333332,60879,102.0,202.5412972436399,0.0,1570.0,2003-05-11,1
condition_1,2003-05-11 18:00:00,88.81944444444444,31975,29.0,178.46946996614548,0.0,2080.0,2003-05-11,1
condition_1,2003-05-12 00:00:00,7.105555555555555,2558,0.0,29.76125937488328,0.0,277.0,2003-05-12,1
condition_1,2003-05-12 06:00:00,144.51111111111112,52024,5.5,297.50672357541464,0.0,1894.0,2003-05-12,1
condition_1,2003-05-12 12:00:00,728.3472222222222,262205,606.0,594.623495955317,0.0,3214.0,2003-05-12,1
condition_1,2003-05-12 18:00:00,387.53333333333336,139512,132.0,493.0293363101181,0.0,3526.0,2003-05-12,1
condition_1,2003-05-13 00:00:00,30.891666666666666,11121,0.0,150.23964862678096,0.0,2284.0,2003-05-13,1
condition_1,2003-05-13 06:00:00,111.30555555555556,40070,0.0,223.87812783976617,0.0,1954.0,2003-05-13,1
condition_1,2003-05-13 12:00:00,181.23611111111111,65245,120.0,190.33947777117837,0.0,1111.0,2003-05-13,1
condition_1,2003-05-13 18:00:00,110.46944444444445,39769,24.0,209.69408454129663,0.0,2214.0,2003-05-13,1
condition_1,2003-05-14 00:00:00,9.1,3276,0.0,41.261257432396626,0.0,373.0,2003-05-14,1
condition_1,2003-05-14 06:00:00,133.8111111111111,48172,0.0,238.33620804572342,0.0,1260.0,2003-05-14,1
condition_1,2003-05-14 12:00:00,315.3277777777778,113518,215.5,332.5316468581282,0.0,1836.0,2003-05-14,1
condition_1,2003-05-14 18:00:00,164.5,59220,85.0,196.89869855597377,0.0,1260.0,2003-05-14,1
condition_1,2003-05-15 00:00:00,18.916666666666668,6810,0.0,112.5842488624497,0.0,1474.0,2003-05-15,1
condition_1,2003-05-15 06:00:00,169.05,60858,14.5,271.18575436492523,0.0,1260.0,2003-05-15,1
condition_1,2003-05-15 12:00:00,305.0888888888889,109832,212.0,312.4819110332562,0.0,1725.0,2003-05-15,1
condition_1,2003-05-15 18:00:00,190.45277777777778,68563,98.0,239.42041901144566,0.0,1384.0,2003-05-15,1
condition_1,2003-05-16 00:00:00,12.147222222222222,4373,0.0,48.602050612487346,0.0,411.0,2003-05-16,1
condition_1,2003-05-16 06:00:00,253.59444444444443,91294,122.5,311.38634561659785,0.0,1474.0,2003-05-16,1
condition_1,2003-05-16 12:00:00,286.6333333333333,103188,227.0,286.09959697138095,0.0,2016.0,2003-05-16,1
condition_1,2003-05-16 18:00:00,209.65833333333333,75477,85.0,285.7010874165075,0.0,1672.0,2003-05-16,1
condition_1,2003-05-17 00:00:00,24.283333333333335,8742,0.0,126.97030008259439,0.0,1894.0,2003-05-17,1
condition_1,2003-05-17 06:00:00,167.50555555555556,60302,0.0,312.884691304345,0.0,1384.0,2003-05-17,1
condition_1,2003-05-17 12:00:00,385.2083333333333,138675,317.0,319.196996372203,0.0,1672.0,2003-05-17,1
condition_1,2003-05-17 18:00:00,134.04444444444445,48256,45.0,225.0249586212071,0.0,1836.0,2003-05-17,1
condition_1,2003-05-18 00:00:00,20.4,7344,0.0,88.29925692990439,0.0,783.0,2003-05-18,1
condition_1,2003-05-18 06:00:00,63.96944444444444,23029,0.0,154.45090685786525,0.0,835.0,2003-05-18,1
condition_1,2003-05-18 12:00:00,180.07777777777778,64828,48.0,269.0857409731105,0.0,1570.0,2003-05-18,1
condition_1,2003-05-18 18:00:00,126.46944444444445,45529,31.0,203.09226235957675,0.0,2080.0,2003-05-18,1
condition_1,2003-05-19 00:00:00,7.763888888888889,2795,0.0,31.3228729403216,0.0,277.0,2003-05-19,1
condition_1,2003-05-19 06:00:00,173.3138888888889,62393,28.0,306.2384761315696,0.0,2586.0,2003-05-19,1
condition_1,2003-05-19 12:00:00,420.77777777777777,151480,306.0,441.9985638257408,0.0,2214.0,2003-05-19,1
condition_1,2003-05-19 18:00:00,70.55555555555556,25400,0.0,174.4164715274348,0.0,978.0,2003-05-19,1
condition_1,2003-05-20 00:00:00,0.0,0,0.0,0.0,0.0,0.0,2003-05-20,1
condition_1,2003-05-20 06:00:00,86.75833333333334,31233,0.0,179.46300256513481,0.0,1111.0,2003-05-20,1
condition_1,2003-05-20 12:00:00,222.9611111111111,80266,125.0,241.98567751279137,0.0,1260.0,2003-05-20,1
condition_1,2003-05-20 18:00:00,136.23333333333332,49044,40.0,212.63479355870925,0.0,1146.0,2003-05-20,1
condition_1,2003-05-21 00:00:00,22.230555555555554,8003,0.0,131.2794746200448,0.0,2146.0,2003-05-21,1
condition_1,2003-05-21 06:00:00,86.27777777777777,31060,5.0,183.0490612821426,0.0,1521.0,2003-05-21,1
condition_1,2003-05-21 12:00:00,612.5888888888888,220532,102.0,965.7585197859513,0.0,3418.0,2003-05-21,1
condition_1,2003-05-21 18:00:00,77.29166666666667,27825,9.0,174.56044578879627,0.0,1260.0,2003-05-21,1
condition_1,2003-05-22 00:00:00,16.88888888888889,6080,0.0,60.80086578412386,0.0,734.0,2003-05-22,1
condition_1,2003-05-22 06:00:00,108.04722222222222,38897,0.0,238.6882455082246,0.0,1521.0,2003-05-22,1
condition_1,2003-05-22 12:00:00,154.4611111111111,55606,0.0,345.4396716194696,0.0,1521.0,2003-05-22,1
condition_1,2003-05-22 18:00:00,5.052777777777778,1819,0.0,36.67936799933584,0.0,533.0,2003-05-22,1
condition_10,2004-09-01 00:00:00,12.625,4545,0.0,43.17420742329297,0.0,349.0,2004-09-01,1
condition_10,2004-09-01 06:00:00,390.2361111111111,140485,337.0,431.64117374345585,0.0,2205.0,2004-09-01,1
condition_10,2004-09-01 12:00:00,716.6777777777778,258004,624.0,404.0097789096918,59.0,2347.0,2004-09-01,1
condition_10,2004-09-01 18:00:00,586.3194444444445,211075,549.0,471.69814796790104,0.0,2275.0,2004-09-01,1
condition_10,2004-09-02 00:00:00,18.41111111111111,6628,0.0,59.96719519999872,0.0,665.0,2004-09-02,1
condition_10,2004-09-02 06:00:00,511.88055555555553,184277,410.0,530.3397919122084,0.0,2657.0,2004-09-02,1
condition_10,2004-09-02 12:00:00,606.65,218394,531.0,462.3321223589192,0.0,2420.0,2004-09-02,1
condition_10,2004-09-02 18:00:00,313.3277777777778,112798,242.0,390.83334051984394,0.0,2741.0,2004-09-02,1
condition_10,2004-09-03 00:00:00,24.575,8847,0.0,79.96482470070855,0.0,975.0,2004-09-03,1
condition_10,2004-09-03 06:00:00,319.97777777777776,115192,306.0,345.6968974530971,0.0,2275.0,2004-09-03,1
condition_10,2004-09-03 12:00:00,516.4944444444444,185938,397.0,422.092169332655,0.0,2420.0,2004-09-03,1
condition_10,2004-09-03 18:00:00,479.8361111111111,172741,390.5,423.8293506465947,0.0,2205.0,2004-09-03,1
condition_10,2004-09-04 00:00:00,12.252777777777778,4411,0.0,44.2818900469969,0.0,397.0,2004-09-04,1
condition_10,2004-09-04 06:00:00,462.3638888888889,166451,343.0,464.63686162102414,0.0,2420.0,2004-09-04,1
condition_10,2004-09-04 12:00:00,481.0444444444444,173176,329.0,416.1458500246358,0.0,2205.0,2004-09-04,1
condition_10,2004-09-04 18:00:00,359.7361111111111,129505,193.5,422.31993552313645,0.0,2347.0,2004-09-04,1
condition_10,2004-09-05 00:00:00,16.783333333333335,6042,0.0,53.30908193985521,0.0,384.0,2004-09-05,1
condition_10,2004-09-05 06:00:00,156.3111111111111,56272,5.0,268.29882498107804,0.0,2138.0,2004-09-05,1
condition_10,2004-09-05 12:00:00,622.8027777777778,224209,540.0,392.7796698825468,0.0,2205.0,2004-09-05,1
condition_10,2004-09-05 18:00:00,455.25,163890,372.0,461.83984580749143,0.0,2576.0,2004-09-05,1
