id,timestamp,mean,sum,median,std,min,max,date,label
condition_1,2003-05-08 00:00:00,88.82083333333334,63951,0.0,192.92039292840332,0.0,1954.0,2003-05-08,1
condition_1,2003-05-08 12:00:00,223.67361111111111,161045,166.0,242.34691136898147,0.0,1725.0,2003-05-08,1
condition_1,2003-05-09 00:00:00,82.83333333333333,59640,0.0,201.80352333544144,0.0,1474.0,2003-05-09,1
condition_1,2003-05-09 12:00:00,165.4375,119115,83.5,212.52455372339182,0.0,1672.0,2003-05-09,1
condition_1,2003-05-10 00:00:00,82.91805555555555,59701,0.0,200.73341937523006,0.0,1570.0,2003-05-10,1
condition_1,2003-05-10 12:00:00,187.00555555555556,134644,98.0,247.0542838374126,0.0,2146.0,2003-05-10,1
condition_1,2003-05-11 00:00:00,69.91527777777777,50339,0.0,153.18813976297108,0.0,1111.0,2003-05-11,1
condition_1,2003-05-11 12:00:00,128.9638888888889,92854,49.0,194.93666836873584,0.0,2080.0,2003-05-11,1
condition_1,2003-05-12 00:00:00,75.80833333333334,54582,0.0,222.17664397178353,0.0,1894.0,2003-05-12,1
condition_1,2003-05-12 12:00:00,557.9402777777777,401717,439.0,571.8317132253775,0.0,3526.0,2003-05-12,1
condition_1,2003-05-13 00:00:00,71.09861111111111,51191,0.0,194.71769086490204,0.0,2284.0,2003-05-13,1
condition_1,2003-05-13 12:00:00,145.8527777777778,105014,59.5,203.21986146145332,0.0,2214.0,2003-05-13,1
condition_1,2003-05-14 00:00:00,71.45555555555555,51448,0.0,181.95124818085944,0.0,1260.0,2003-05-14,1
condition_1,2003-05-14 12:00:00,239.9138888888889,172738,154.0,283.3099087510675,0.0,1836.0,2003-05-14,1
condition_1,2003-05-15 00:00:00,93.98333333333333,67668,0.0,220.66116291228613,0.0,1474.0,2003-05-15,1
condition_1,2003-05-15 12:00:00,247.77083333333334,178395,154.0,284.0170840213567,0.0,1725.0,2003-05-15,1
condition_1,2003-05-16 00:00:00,132.87083333333334,95667,0.0,253.35192416703225,0.0,1474.0,2003-05-16,1
condition_1,2003-05-16 12:00:00,248.14583333333334,178665,143.0,288.28581110395703,0.0,2016.0,2003-05-16,1
condition_1,2003-05-17 00:00:00,95.89444444444445,69044,0.0,249.12875719260248,0.0,1894.0,2003-05-17,1
condition_1,2003-05-17 12:00:00,259.62638888888887,186931,143.0,303.2295671163845,0.0,1836.0,2003-05-17,1
condition_1,2003-05-18 00:00:00,42.18472222222222,30373,0.0,127.58974823737756,0.0,835.0,2003-05-18,1
condition_1,2003-05-18 12:00:00,153.2736111111111,110357,40.5,239.72323256565315,0.0,2080.0,2003-05-18,1
condition_1,2003-05-19 00:00:00,90.53888888888889,65188,0.0,232.7593052361325,0.0,2586.0,2003-05-19,1
condition_1,2003-05-19 12:00:00,245.66666666666666,176880,45.0,378.73665626439026,0.0,2214.0,2003-05-19,1
condition_1,2003-05-20 00:00:00,43.37916666666667,31233,0.0,134.03528217292873,0.0,1111.0,2003-05-20,1
